"title","content","date","variant","images","verified","author","rating","product","url"
"Nice look","Great look","31 Aug 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","monica jackson","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Best shoes ever!!","Fits perfect. Very comfortable. I have lots of trouble with my feet. (bone spurs and I'm over weight) these shoes are amazing. I highly recommend them to anyone.","26 Nov 2019","Size: 11 Color: White/Metallic Silver/Dark Grey","","Yes","Melissa C","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Great shoes","I am a nurse and do 12 hour shifts . They are the only shoes I wear for work.","09 Mar 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Great !","Love these shoes !","27 Nov 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Malgorzata Koziel","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Fit great","Love them! Thank you","13 Aug 2019","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Brenda Sitzmann","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Comfy","Super cute and comfortable","17 Feb 2020","Size: 8.5 Color: Black/White/Mtlc Cool Grey","","Yes","Kerrie Moorhead","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"Love the shoes","Nothing","04 Feb 2020","Size: 12 Color: White/Metallic Silver/Dark Grey","","Yes","Warnette W.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"For me Nike is the only shoe that’s fits my size all the time. And I wear a 10.","Love this shoe, we do a lot of walking and the support on this shoe is perfect for me because I have flat feet.","02 Jan 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Kristen","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"These are very supportive for up on ur feet","Thank excellent shoe extremely comfortanle","17 Jul 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","cindy massie","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"I love this shoe. I just found in amazon","Workout in the gym","30 Mar 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Sonia B","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"Love these sneakers","Very happy with this purchase, shoes are very comfortable.","15 Nov 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Melissa Gagne","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"Fit as expected","Given as a gift. She loved them","14 Dec 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","David W.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"Fits as expected","Thwy are tight on the top of one foot but otherwise seem to be a good shoe hopefully they will stretch out a little bit","05 Mar 2020","Size: 7 Color: Black/White/Mtlc Cool Grey","","Yes","tracy haydon","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"No support","I love the shoes dont have enough support to wear all day at work can be use to go shopping","17 Apr 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","juanita cropp","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"Great Installation, sole bounce support.","My wife loves these shoes. Never stops wearing them.","23 Nov 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","maurice howell","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_25?ie=UTF8&reviewerType=all_reviews&pageNumber=25&sortBy=recent
"
"Hard to get on","Hard to get on","21 Mar 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"Extremely comfortable","There is nothing to dislike. I love wearing them and I get a lot of comments on them. Way worth the money.","15 Jun 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Shara","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"I will order Nike again, just wish they still had the Shocks!","My sneakers fit perfect, and they were delivered early!","17 Apr 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Tina","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"Excellent quality","Fantastic!","09 Jan 2020","Size: 8.5 Color: Black/White/Mtlc Cool Grey","","Yes","TexMex girl","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"Great shoe","Best shoe I have ever had","10 May 2019","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Cook","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"Wrong size","Shoes are gorgeous. Too bad they sent me a 7.5 instead of the 9.5 I need. Yup they're going back and a big waste of my time.","12 Jan 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Carrie Amerson","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"New balance is better","Too high for quality","24 Feb 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Shivam Sadarangani","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"Awesome! Very comfortable, and looks great.","Awesome! Very comfortable, and looks great. I am going to buy one more.","15 Jul 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Maya","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"They are perfect!","These shoes are perfect for my feet and I love them.  The are comfortable and fit perfectly.  And they look sharp!","31 Dec 2019","Size: 7.5 Color: Black/White/Mtlc Cool Grey","","Yes","Brie M.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"I love these sneakers","I LOVE the look, comfort, and price as I have been waiting for price drop on most Nike sneakers.","25 Jun 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","TW","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_26?ie=UTF8&reviewerType=all_reviews&pageNumber=26&sortBy=recent
"
"Comfortable","Nice fit and comfortable.","22 Nov 2018","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Barbra Smith-Cockeran","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Bonitos","Muy buen terminado","25 Feb 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Serpico rivers","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Good quality","Great shoe","13 Aug 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","marquett nappo","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Great shoes! Runs Big","I should've gotten a size 8 instead of 8 1/2 because they are a little big but I'll manage.","16 Apr 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","April Dunn","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Ink tag","The ink tab was left on my shoes I can’t remove it there will be ink all over my shoes how do I remove this","27 Nov 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","elizabeth Fellows","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Excelente","Recomendado 100%","04 Jan 2020","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"REALLY","My shoe strings came with dirt on them.","05 May 2020","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Rachele' Marshall- Brooks","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Comfortable shoes","Great shoes","23 Jan 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Lakeisha H.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"After stretching them out a bit they were Comfortable.","I liked the style and that they came in my size. Sometimes it hard to find shoes in my size (10).","19 May 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Charlotte Fritz","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Looks great!","Love the way these look! Saw them on a client of mine and had to get them. I am getting lots of compliments on them!","20 Nov 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_27?ie=UTF8&reviewerType=all_reviews&pageNumber=27&sortBy=recent
"
"Excellent quality","Nursing","11 Dec 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","blondie","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Bad","Shoes came with a small piece of poop inside smelled very bad","01 Mar 2020","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Anthony vonderhaar","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"tight shoes","very tight","21 Feb 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","RedRev","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Good but not great","The shoe was good- took a while to break in but not great. It gets dirty easily (being white) and doesn’t have as much support as some others","13 Jul 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","ABiller","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Will order more pairs","No words can tell how I am happy wearing this shoes,needs more of this","20 Mar 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Irene kabata","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Buena compra","Buenos para caminar","07 Sep 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","julia a","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Average. Priced high","Makes toes numb and i bought a size larger","28 Jan 2020","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Love the shoe","Great shoe fit and looked wonderful","07 Mar 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Shannon","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"The shape of the shoes is not what I expected.","When I took the shoes out of the box it look like they had been smashed down. They looked to wide. Overall a good looking shoe.","14 May 2019","Size: 11 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Muy bonito","Good","14 Jul 2019","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Elsa Mulato","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_28?ie=UTF8&reviewerType=all_reviews&pageNumber=28&sortBy=recent
"
"Comfortable","Love them! Everything I expected. Great supportive shoe for everyday wear and moderate running","01 Feb 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","william herod","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Comfortable and lightweight","Comfortable and lightweight","10 Feb 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Michele L.","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Muy lindos","Muy lindos y cómodo pero son más grande que el número que pedí!","28 Apr 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","anixis roman","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Problemas con la primera entrega","Hubo problemas con la entrega, hicieron reembolso y luego otra compra que salió bien todo","03 Jan 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Josue Tang","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"what size to buy in this shoe","I had a pair prior in white i liked them they  seemed to wear good.","06 Aug 2019","Size: 9 Color: Black/White/Mtlc Cool Grey","","Yes","Amazon Customer","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Comfortable","Great walking shoe that doesnt hurt your feet.","29 Jan 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Cynthia Tobias","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Okay","Not as nice looking.","24 Mar 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"GReat shoes","Great shoes and very comfortable","26 Apr 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Need to return","Just recently was able to try them would like to return these","07 Jun 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","sherrie francis","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Comfortable","The shoes are comfortable. My job requires me to be on my feet all day & these help my feet from hurting.","07 Oct 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_29?ie=UTF8&reviewerType=all_reviews&pageNumber=29&sortBy=recent
"
"Size","Love them very nice fits right","21 Mar 2020","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","kellie huffman","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Delivered on time and fit perfectly.","Work at hospital.","05 Mar 2020","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Delphia Blue","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Not wide enough","There was a protrusion near my large toe","04 Apr 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Shirley S.","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Comfy and great looking!","Love this sneaker! I wear it for tennis!","12 Nov 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Nice","Feel like I'm walking on air... definitely recommend!","28 Jan 2020","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Victoria","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Comfy","Very nice and comfy shoe","26 Feb 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Sharie Jones","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"New shoes","The shoes are wider then i would like","06 Dec 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","alisha","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"nike shoes","i like the product,it’s just  fits right and very comfortable not big not small is just right","16 Jan 2020","Size: 8.5 Color: Black/White/Mtlc Cool Grey","","Yes","Maridel Sandoval","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Good shoe slightly pricey","Surprisingly comfortable usually nike shoes are narrow for me","07 May 2020","Size: 8.5 Color: Black/White/Mtlc Cool Grey","","Yes","Brandi","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
"Nike shoe","Ok just don’t like the plastic look of the shoe","25 Dec 2019","","","Yes","Sheila Howerton","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_30?ie=UTF8&reviewerType=all_reviews&pageNumber=30&sortBy=recent
"
